route,time_period,forecasted_demand,forecast_confidence,max_capacity,committed_capacity,load_factor,void_capacity,utilization_strategy,planning_comment,pricing_recommendation
DEL-FRA,01-01-2026,175.2177533,0.995898752,2394,122.6524273,0.051233261,2271.347573,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,17-02-2026,115.8156233,0.738978892,2394,81.07093629,0.033864217,2312.929064,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,18-02-2026,13.52974732,0.114063408,2394,9.470823121,0.003956066,2384.529177,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,19-02-2026,1296.840783,0.844481572,2394,907.7885484,0.379193212,1486.211452,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,20-02-2026,139.142557,0.843364348,2394,97.39978992,0.040684958,2296.60021,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,21-02-2026,296.2561236,0.691540819,2394,207.3792866,0.086624598,2186.620713,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,22-02-2026,2017.047765,0.778520786,2394,1411.933435,0.589780048,982.0665648,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,23-02-2026,286.5900972,0.827847761,2394,200.613068,0.083798274,2193.386932,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,24-02-2026,38.03899664,0.305517488,2394,26.62729765,0.011122514,2367.372702,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,25-02-2026,1404.984257,0.975713869,2394,983.4889801,0.41081411,1410.51102,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,26-02-2026,210.0829385,0.968109999,2394,147.058057,0.06142776,2246.941943,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,27-02-2026,-48.88786919,0,2394,-34.22150843,0,2428.221508,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,28-02-2026,221.3894497,0.936734418,2394,154.9726148,0.064733757,2239.027385,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,01-03-2026,95.69788363,0.627142982,2394,66.98851854,0.027981837,2327.011481,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-MUM,01-01-2026,329.5524661,0.636432992,1800,296.5972195,0.164776233,1503.402781,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,02-01-2026,229.7582197,0.83592071,1800,241.2461307,0.134025628,1558.753869,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,03-01-2026,202.5734703,0.985567952,1800,212.7021438,0.118167858,1587.297856,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,04-01-2026,297.1886953,0.783833847,1800,312.0481301,0.173360072,1487.95187,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,05-01-2026,272.6465419,0.78976732,1800,286.278869,0.159043816,1513.721131,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,06-01-2026,67.08463058,0.512820666,1800,60.37616752,0.033542315,1739.623832,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,07-01-2026,467.1945991,0.684344718,1800,420.4751392,0.2335973,1379.524861,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,08-01-2026,353.4750269,0.656785168,1800,318.1275242,0.176737513,1481.872476,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,09-01-2026,297.8010478,0.775472972,1800,312.6911002,0.173717278,1487.3089,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,10-01-2026,352.0169313,0.665476729,1800,316.8152381,0.176008466,1483.184762,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,11-01-2026,239.3195089,0.833814999,1800,251.2854844,0.139603047,1548.714516,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,12-01-2026,328.5359638,0.788256381,1800,344.962762,0.191645979,1455.037238,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,13-01-2026,1091.710199,0.898168394,1800,1146.295709,0.636830949,653.7042912,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,14-01-2026,46.49249469,0.367361635,1800,41.84324522,0.023246247,1758.156755,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,15-01-2026,253.7094564,0.895405148,1800,266.3949292,0.147997183,1533.605071,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,16-01-2026,39.88711433,0.334412216,1800,35.89840289,0.019943557,1764.101597,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,17-01-2026,325.1354965,0.753266771,1800,341.3922714,0.189662373,1458.607729,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,18-01-2026,339.6640173,0.673244135,1800,305.6976156,0.169832009,1494.302384,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,19-01-2026,2115.643077,0.534976284,1800,1800,1,0,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,20-01-2026,1701.893037,0.875585837,1800,1786.987689,0.992770938,13.0123109,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,21-01-2026,98.35184537,0.68308045,1800,88.51666083,0.049175923,1711.483339,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,22-01-2026,33.28333106,0.277550105,1800,29.95499795,0.016641666,1770.045002,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,23-01-2026,149.3570478,0.960646056,1800,156.8249002,0.087124945,1643.1751,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,24-01-2026,82.67163305,0.547900229,1800,74.40446975,0.041335817,1725.59553,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,25-01-2026,860.8719317,0.945440076,1800,903.9155283,0.502175294,896.0844717,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,26-01-2026,229.5335989,0.79359632,1800,241.0102789,0.133894599,1558.989721,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,27-01-2026,127.935951,0.774433603,1800,134.3327486,0.074629305,1665.667251,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,28-01-2026,146.7583728,0.880949181,1800,154.0962914,0.085609051,1645.903709,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,29-01-2026,290.8695585,0.79942644,1800,305.4130364,0.169673909,1494.586964,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,30-01-2026,291.9454943,0.785246322,1800,306.542769,0.170301538,1493.457231,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,31-01-2026,223.2102881,0.88351591,1800,234.3708025,0.130206001,1565.629198,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,01-02-2026,360.9053458,0.602023972,1800,324.8148112,0.180452673,1475.185189,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,02-02-2026,206.7602821,0.937587976,1800,217.0982962,0.120610165,1582.901704,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,03-02-2026,381.1210927,0.583374442,1800,343.0089834,0.190560546,1456.991017,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,04-02-2026,1253.224361,0.742859377,1800,1127.901925,0.626612181,672.098075,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,05-02-2026,278.7808226,0.744716835,1800,250.9027403,0.139390411,1549.09726,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,06-02-2026,295.8203272,0.684040229,1800,266.2382944,0.147910164,1533.761706,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,07-02-2026,487.7993709,0.606918782,1800,439.0194338,0.243899685,1360.980566,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,08-02-2026,1653.622937,0.7453286,1800,1488.260644,0.826811469,311.7393564,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,09-02-2026,1761.310525,0.977458208,1800,1800,1,0,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,10-02-2026,412.5928092,0.554225879,1800,371.3335283,0.206296405,1428.666472,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,11-02-2026,348.4202576,0.710460957,1800,313.5782318,0.174210129,1486.421768,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,12-02-2026,71.65234461,0.535855029,1800,64.48711015,0.035826172,1735.51289,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,13-02-2026,425.8984435,0.584261806,1800,383.3085992,0.212949222,1416.691401,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,14-02-2026,169.6608711,0.992145748,1800,178.1439146,0.098968841,1621.856085,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,15-02-2026,1005.02192,0.890234037,1800,1055.273016,0.586262786,744.7269844,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,16-02-2026,114.2786386,0.817414308,1800,119.9925705,0.066662539,1680.00743,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,17-02-2026,201.0739294,0.865534067,1800,211.1276258,0.117293125,1588.872374,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,18-02-2026,2277.452094,0.74975264,1800,1800,1,0,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,19-02-2026,1787.913581,0.773945618,1800,1800,1,0,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,20-02-2026,237.2967212,0.887100212,1800,249.1615573,0.138423087,1550.838443,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,21-02-2026,287.1602788,0.865236454,1800,301.5182927,0.167510163,1498.481707,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,22-02-2026,254.7651439,0.869609144,1800,267.5034011,0.148613001,1532.496599,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,23-02-2026,1853.916746,0.814777953,1800,1800,1,0,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,24-02-2026,2246.030804,0.75078434,1800,1800,1,0,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,25-02-2026,312.5961463,0.6752981,1800,281.3365317,0.156298073,1518.663468,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,26-02-2026,312.7428315,0.729876463,1800,281.4685484,0.156371416,1518.531452,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,27-02-2026,103.3760385,0.718983882,1800,93.03843468,0.051688019,1706.961565,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,28-02-2026,247.3684479,0.841479264,1800,259.7368703,0.144298261,1540.26313,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,01-03-2026,187.184551,0.93308587,1800,196.5437785,0.109190988,1603.456221,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,01-01-2026,232.1071022,0.898755288,1800,243.7124573,0.13539581,1556.287543,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,02-01-2026,222.6182207,0.96809847,1800,233.7491317,0.129860629,1566.250868,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,03-01-2026,133.6237461,0.844261234,1800,140.3049334,0.077947185,1659.695067,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,04-01-2026,240.9947926,0.873624039,1800,253.0445322,0.140580296,1546.955468,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,05-01-2026,76.16858975,0.550134906,1800,68.55173077,0.038084295,1731.448269,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,06-01-2026,445.2099545,0.575314355,1800,400.688959,0.222604977,1399.311041,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,07-01-2026,407.3716948,0.650760118,1800,366.6345253,0.203685847,1433.365475,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,08-01-2026,1367.739858,0.797718335,1800,1436.126851,0.797848251,363.873149,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,09-01-2026,291.2624296,0.769533025,1800,305.8255511,0.169903084,1494.174449,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,10-01-2026,113.7749145,0.799776099,1800,119.4636602,0.0663687,1680.53634,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,11-01-2026,212.171014,0.923986652,1800,222.7795647,0.123766425,1577.220435,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,12-01-2026,895.1483644,0.994246897,1800,939.9057826,0.522169879,860.0942174,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,13-01-2026,975.6090194,0.852686505,1800,1024.38947,0.569105261,775.6105296,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,14-01-2026,198.2341843,0.999679729,1800,208.1458936,0.115636608,1591.854106,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,15-01-2026,369.6249187,0.781366451,1800,388.1061646,0.215614536,1411.893835,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,16-01-2026,351.9409756,0.62776947,1800,316.746878,0.175970488,1483.253122,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,17-01-2026,89.09068499,0.612423326,1800,80.18161649,0.044545342,1719.818384,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,18-01-2026,254.5758484,0.829373742,1800,267.3046408,0.148502578,1532.695359,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,19-01-2026,436.3876947,0.74746635,1800,392.7489253,0.218193847,1407.251075,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,20-01-2026,316.6970068,0.649545709,1800,285.0273061,0.158348503,1514.972694,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,21-01-2026,1105.440361,0.997141509,1800,1160.712379,0.64484021,639.2876212,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,22-01-2026,425.4881249,0.591250534,1800,382.9393124,0.212744062,1417.060688,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,23-01-2026,1946.232171,0.899140323,1800,1800,1,0,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,24-01-2026,389.916978,0.60477134,1800,350.9252802,0.194958489,1449.07472,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,25-01-2026,1594.349,0.938130898,1800,1674.06645,0.930036916,125.9335503,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,26-01-2026,251.7566849,0.844158393,1800,264.3445191,0.146858066,1535.655481,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,27-01-2026,784.892514,0.95152657,1800,824.1371397,0.457853967,975.8628603,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,28-01-2026,145.4033728,0.807110152,1800,152.6735415,0.084818634,1647.326459,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,29-01-2026,646.4114941,0.788874303,1800,678.7320688,0.377073372,1121.267931,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,30-01-2026,162.5649689,0.97314137,1800,170.6932174,0.094829565,1629.306783,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,31-01-2026,242.357615,0.788407281,1800,254.4754957,0.141375275,1545.524504,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,01-02-2026,68.88576068,0.518031431,1800,61.99718462,0.03444288,1738.002815,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,02-02-2026,75.77176006,0.607944437,1800,68.19458405,0.03788588,1731.805416,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,03-02-2026,232.7120884,0.96062922,1800,244.3476929,0.135748718,1555.652307,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,04-02-2026,455.7125767,0.690362962,1800,410.141319,0.227856288,1389.858681,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,05-02-2026,258.420711,0.767933961,1800,271.3417466,0.150745415,1528.658253,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,06-02-2026,298.0526692,0.638501773,1800,268.2474023,0.149026335,1531.752598,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,07-02-2026,421.6050647,0.691238427,1800,379.4445582,0.210802532,1420.555442,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,08-02-2026,102.4852039,0.711008136,1800,92.23668351,0.051242602,1707.763316,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,09-02-2026,383.8900233,0.733395896,1800,345.501021,0.191945012,1454.498979,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,10-02-2026,373.0633056,0.52453152,1800,335.7569751,0.186531653,1464.243025,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,11-02-2026,323.7077047,0.687032036,1800,291.3369343,0.161853852,1508.663066,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,12-02-2026,211.4640225,0.923694183,1800,222.0372236,0.123354013,1577.962776,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,13-02-2026,1807.947772,0.658264549,1800,1627.152995,0.903973886,172.8470055,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,14-02-2026,965.6030002,0.792267531,1800,1013.88315,0.563268417,786.1168498,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,15-02-2026,403.9152782,0.68724217,1800,363.5237504,0.201957639,1436.47625,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,16-02-2026,270.447647,0.733575702,1800,243.4028823,0.135223824,1556.597118,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,17-02-2026,219.6530813,0.880642822,1800,230.6357354,0.128130964,1569.364265,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,18-02-2026,305.2205572,0.755526291,1800,320.4815851,0.178045325,1479.518415,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,19-02-2026,2276.849386,0.774036887,1800,1800,1,0,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,20-02-2026,214.8030711,0.940402913,1800,225.5432246,0.125301791,1574.456775,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,21-02-2026,173.4892699,0.965614019,1800,182.1637334,0.101202074,1617.836267,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,22-02-2026,373.2647324,0.529897838,1800,335.9382592,0.186632366,1464.061741,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
DEL-MUM,23-02-2026,242.2139449,0.909826488,1800,254.3246421,0.141291468,1545.675358,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,24-02-2026,1813.784482,0.970282643,1800,1800,1,0,Maximize Utilization,Stable | High Fixed Cost Exposure | Low Delay Risk | Locked → Maximize Utilization,Premium / Priority Pricing
DEL-MUM,25-02-2026,279.1051103,0.743404826,1800,251.1945993,0.139552555,1548.805401,Balanced Allocation,Volatile | High Fixed Cost Exposure | Low Delay Risk | Locked → Balanced Allocation,Standard Contract Pricing
